filename,data_type,category,attack_name,attack_target,doc_count,start,end,start_timestamp,end_timestamp
attack_dos_rst-fin-flood-port-1883_rfid-sensor,attack,dos,rst-fin-flood-port-1883,rfid-sensor,2026109,2025-01-20T18:49:29.840Z,2025-01-20T18:50:31.844Z,1737398969840.0,1737399031844.0
attack_dos_rst-fin-flood-port-1883_myq-camera,attack,dos,rst-fin-flood-port-1883,myq-camera,2022671,2025-01-20T18:57:24.957Z,2025-01-20T18:58:26.994Z,1737399444957.0,1737399506994.0
attack_dos_rst-fin-flood-port-1883_light-sensor,attack,dos,rst-fin-flood-port-1883,light-sensor,2017483,2025-01-20T18:42:05.475Z,2025-01-20T18:43:07.378Z,1737398525475.0,1737398587378.0
attack_dos_rst-fin-flood-port-1883_ultrasonic-sensor,attack,dos,rst-fin-flood-port-1883,ultrasonic-sensor,2001996,2025-01-20T18:39:44.130Z,2025-01-20T18:40:45.980Z,1737398384130.0,1737398445980.0
attack_dos_synonymousip-flood-port-80_yi-camera,attack,dos,synonymousip-flood-port-80,yi-camera,1998213,2025-02-12T21:36:00.622Z,2025-02-12T21:37:02.531Z,1739396160622.0,1739396222531.0
attack_dos_udp-flood_geeni-camera,attack,dos,udp-flood,geeni-camera,1984283,2025-01-17T15:59:07.529Z,2025-01-17T16:00:09.481Z,1737129547529.0,1737129609481.0
attack_ddos_connect-flood_mqtt-broker,attack,ddos,connect-flood,mqtt-broker,1937806,2025-01-26T18:36:30.094Z,2025-01-26T18:37:32.022Z,1737916590094.0,1737916652022.0
attack_dos_synonymousip-flood-port-80_geeni-camera,attack,dos,synonymousip-flood-port-80,geeni-camera,1935714,2025-02-12T21:58:10.760Z,2025-02-12T21:59:12.762Z,1739397490760.0,1739397552762.0
attack_dos_push-ack-flood-port-80_router,attack,dos,push-ack-flood-port-80,router,1886742,2025-01-20T16:06:03.116Z,2025-01-20T16:07:05.050Z,1737389163116.0,1737389225050.0
attack_dos_push-ack-flood-port-80_dekco-camera,attack,dos,push-ack-flood-port-80,dekco-camera,1865386,2025-01-20T16:43:17.733Z,2025-01-20T16:44:19.654Z,1737391397733.0,1737391459654.0
attack_dos_rst-fin-flood-port-1883_steam-sensor,attack,dos,rst-fin-flood-port-1883,steam-sensor,1800266,2025-01-20T19:06:27.819Z,2025-01-20T19:07:29.826Z,1737399987819.0,1737400049826.0
attack_dos_http-flood-port-80_edge1,attack,dos,http-flood-port-80,edge1,1764746,2025-01-17T17:28:12.775Z,2025-01-17T17:29:14.746Z,1737134892775.0,1737134954746.0
attack_ddos_icmp-flood_soil-sensor,attack,ddos,icmp-flood,soil-sensor,1748097,2025-01-24T14:58:35.704Z,2025-01-24T14:59:37.727Z,1737730715704.0,1737730777727.0
attack_dos_push-ack-flood-port-80_wisenet-camera,attack,dos,push-ack-flood-port-80,wisenet-camera,1732026,2025-01-20T16:47:50.343Z,2025-01-20T16:48:52.276Z,1737391670343.0,1737391732276.0
attack_dos_push-ack-flood-port-80_myq-camera,attack,dos,push-ack-flood-port-80,myq-camera,1725782,2025-01-20T16:44:49.157Z,2025-01-20T16:45:51.140Z,1737391489157.0,1737391551140.0
attack_dos_tcp-flood-port-80_plug-proximity,attack,dos,tcp-flood-port-80,plug-proximity,1674792,2025-01-16T20:50:53.101Z,2025-01-16T20:51:55.136Z,1737060653101.0,1737060715136.0
attack_dos_syn-flood-port-80_plug-vibration,attack,dos,syn-flood-port-80,plug-vibration,1658836,2025-01-16T15:58:24.801Z,2025-01-16T15:59:26.700Z,1737043104801.0,1737043166700.0
attack_dos_push-ack-flood-port-80_blurams-camera,attack,dos,push-ack-flood-port-80,blurams-camera,1646389,2025-01-20T16:41:39.011Z,2025-01-20T16:42:40.998Z,1737391299011.0,1737391360998.0
attack_dos_syn-flood-port-1883_accelerometer-sensor,attack,dos,syn-flood-port-1883,accelerometer-sensor,1617348,2025-01-16T16:57:44.983Z,2025-01-16T16:58:46.994Z,1737046664983.0,1737046726994.0
attack_dos_push-ack-flood-port-80_yi-camera,attack,dos,push-ack-flood-port-80,yi-camera,1617225,2025-01-20T16:39:46.008Z,2025-01-20T16:40:47.893Z,1737391186008.0,1737391247893.0
attack_dos_syn-flood-port-1883_rfid-sensor,attack,dos,syn-flood-port-1883,rfid-sensor,1615493,2025-01-16T17:02:26.070Z,2025-01-16T17:03:28.128Z,1737046946070.0,1737047008128.0
attack_dos_tcp-flood-port-1883_water-sensor,attack,dos,tcp-flood-port-1883,water-sensor,1612018,2025-01-16T19:52:24.584Z,2025-01-16T19:53:26.600Z,1737057144584.0,1737057206600.0
attack_dos_tcp-flood-port-1883_motion-sensor,attack,dos,tcp-flood-port-1883,motion-sensor,1610830,2025-01-16T20:09:10.466Z,2025-01-16T20:10:12.224Z,1737058150466.0,1737058212224.0
attack_dos_syn-flood-port-1883_ultrasonic-sensor,attack,dos,syn-flood-port-1883,ultrasonic-sensor,1610392,2025-01-16T16:54:39.544Z,2025-01-16T16:55:41.520Z,1737046479544.0,1737046541520.0
attack_dos_tcp-flood-port-1883_accelerometer-sensor,attack,dos,tcp-flood-port-1883,accelerometer-sensor,1608757,2025-01-16T20:04:29.908Z,2025-01-16T20:05:31.784Z,1737057869908.0,1737057931784.0
attack_dos_syn-flood-port-1883_flame-sensor,attack,dos,syn-flood-port-1883,flame-sensor,1606924,2025-01-16T17:04:04.402Z,2025-01-16T17:05:06.345Z,1737047044402.0,1737047106345.0
attack_dos_tcp-flood-port-1883_weather-sensor,attack,dos,tcp-flood-port-1883,weather-sensor,1606861,2025-01-16T19:50:38.582Z,2025-01-16T19:51:40.488Z,1737057038582.0,1737057100488.0
attack_dos_tcp-flood-port-1883_light-sensor,attack,dos,tcp-flood-port-1883,light-sensor,1605346,2025-01-16T20:03:08.866Z,2025-01-16T20:04:10.772Z,1737057788866.0,1737057850772.0
attack_dos_syn-flood-port-1883_steam-sensor,attack,dos,syn-flood-port-1883,steam-sensor,1605323,2025-01-16T16:46:43.877Z,2025-01-16T16:47:45.755Z,1737046003877.0,1737046065755.0
attack_dos_tcp-flood-port-1883_vibration-sensor,attack,dos,tcp-flood-port-1883,vibration-sensor,1605179,2025-01-16T20:00:19.479Z,2025-01-16T20:01:21.461Z,1737057619479.0,1737057681461.0
attack_dos_syn-flood-port-1883_proximity-collision-sensor,attack,dos,syn-flood-port-1883,proximity-collision-sensor,1605112,2025-01-16T16:59:08.630Z,2025-01-16T17:00:10.578Z,1737046748630.0,1737046810578.0
attack_dos_syn-flood-port-1883_gas-sensor,attack,dos,syn-flood-port-1883,gas-sensor,1604007,2025-01-16T16:48:11.867Z,2025-01-16T16:49:13.836Z,1737046091867.0,1737046153836.0
attack_dos_syn-flood-port-1883_vibration-sensor,attack,dos,syn-flood-port-1883,vibration-sensor,1603530,2025-01-16T16:51:11.275Z,2025-01-16T16:52:13.176Z,1737046271275.0,1737046333176.0
attack_dos_syn-flood-port-1883_light-sensor,attack,dos,syn-flood-port-1883,light-sensor,1601760,2025-01-16T16:56:03.660Z,2025-01-16T16:57:05.612Z,1737046563660.0,1737046625612.0
attack_dos_tcp-flood-port-1883_gas-sensor,attack,dos,tcp-flood-port-1883,gas-sensor,1598421,2025-01-16T19:57:09.795Z,2025-01-16T19:58:11.757Z,1737057429795.0,1737057491757.0
attack_dos_push-ack-flood-port-1883_gas-sensor,attack,dos,push-ack-flood-port-1883,gas-sensor,1597305,2025-01-20T16:22:36.358Z,2025-01-20T16:23:38.289Z,1737390156358.0,1737390218289.0
attack_dos_push-ack-flood-port-1883_water-sensor,attack,dos,push-ack-flood-port-1883,water-sensor,1596640,2025-01-20T16:17:24.669Z,2025-01-20T16:18:26.681Z,1737389844669.0,1737389906681.0
attack_dos_push-ack-flood-port-1883_ultrasonic-sensor,attack,dos,push-ack-flood-port-1883,ultrasonic-sensor,1593945,2025-01-20T16:28:28.707Z,2025-01-20T16:29:30.660Z,1737390508707.0,1737390570660.0
attack_dos_push-ack-flood-port-1883_light-sensor,attack,dos,push-ack-flood-port-1883,light-sensor,1593060,2025-01-20T16:30:06.053Z,2025-01-20T16:31:07.963Z,1737390606053.0,1737390667963.0
attack_dos_syn-flood-port-1883_weather-sensor,attack,dos,syn-flood-port-1883,weather-sensor,1588001,2025-01-16T16:40:13.376Z,2025-01-16T16:41:15.300Z,1737045613376.0,1737045675300.0
attack_dos_syn-flood-port-1883_water-sensor,attack,dos,syn-flood-port-1883,water-sensor,1584487,2025-01-16T16:42:32.782Z,2025-01-16T16:43:34.764Z,1737045752782.0,1737045814764.0
attack_dos_push-ack-flood-port-1883_vibration-sensor,attack,dos,push-ack-flood-port-1883,vibration-sensor,1584417,2025-01-20T16:26:12.577Z,2025-01-20T16:27:14.411Z,1737390372577.0,1737390434411.0
attack_dos_tcp-flood-port-1883_rfid-sensor,attack,dos,tcp-flood-port-1883,rfid-sensor,1583917,2025-01-16T20:14:02.430Z,2025-01-16T20:15:04.378Z,1737058442430.0,1737058504378.0
attack_dos_tcp-flood-port-1883_steam-sensor,attack,dos,tcp-flood-port-1883,steam-sensor,1581079,2025-01-16T19:55:39.524Z,2025-01-16T19:56:41.534Z,1737057339524.0,1737057401534.0
attack_dos_push-ack-flood-port-1883_accelerometer-sensor,attack,dos,push-ack-flood-port-1883,accelerometer-sensor,1575318,2025-01-20T16:31:57.540Z,2025-01-20T16:32:59.540Z,1737390717540.0,1737390779540.0
attack_dos_syn-flood-port-1883_motion-sensor,attack,dos,syn-flood-port-1883,motion-sensor,1574471,2025-01-16T17:00:46.877Z,2025-01-16T17:01:48.891Z,1737046846877.0,1737046908891.0
attack_dos_push-ack-flood-port-1883_steam-sensor,attack,dos,push-ack-flood-port-1883,steam-sensor,1573851,2025-01-20T16:20:55.052Z,2025-01-20T16:21:57.111Z,1737390055052.0,1737390117111.0
attack_dos_tcp-flood-port-80_edge1,attack,dos,tcp-flood-port-80,edge1,1573829,2025-01-16T19:40:37.190Z,2025-01-16T19:41:39.142Z,1737056437190.0,1737056499142.0
attack_dos_tcp-flood-port-1883_proximity-collision-sensor,attack,dos,tcp-flood-port-1883,proximity-collision-sensor,1573531,2025-01-16T20:06:13.388Z,2025-01-16T20:07:15.319Z,1737057973388.0,1737058035319.0
attack_dos_push-ack-flood-port-80_switch,attack,dos,push-ack-flood-port-80,switch,1573353,2025-01-20T16:10:52.692Z,2025-01-20T16:11:54.607Z,1737389452692.0,1737389514607.0
attack_dos_tcp-flood-port-80_router,attack,dos,tcp-flood-port-80,router,1572682,2025-01-16T19:32:02.639Z,2025-01-16T19:33:04.561Z,1737055922639.0,1737055984561.0
attack_dos_tcp-flood-port-80_switch,attack,dos,tcp-flood-port-80,switch,1572519,2025-01-16T19:44:45.163Z,2025-01-16T19:45:47.078Z,1737056685163.0,1737056747078.0
attack_dos_tcp-flood-port-80_ap,attack,dos,tcp-flood-port-80,ap,1570785,2025-01-16T19:47:40.394Z,2025-01-16T19:48:42.367Z,1737056860394.0,1737056922367.0
attack_dos_syn-flood-port-80_switch,attack,dos,syn-flood-port-80,switch,1570383,2025-01-16T16:30:22.617Z,2025-01-16T16:31:24.511Z,1737045022617.0,1737045084511.0
attack_dos_icmp-flood_dekco-camera,attack,dos,icmp-flood,dekco-camera,1568885,2025-01-20T14:29:51.539Z,2025-01-20T14:30:53.480Z,1737383391539.0,1737383453480.0
attack_dos_push-ack-flood-port-1883_flame-sensor,attack,dos,push-ack-flood-port-1883,flame-sensor,1564119,2025-01-20T16:37:57.655Z,2025-01-20T16:38:59.680Z,1737391077655.0,1737391139680.0
attack_dos_tcp-flood-port-1883_flame-sensor,attack,dos,tcp-flood-port-1883,flame-sensor,1563361,2025-01-16T20:15:23.067Z,2025-01-16T20:16:25.080Z,1737058523067.0,1737058585080.0
attack_dos_push-ack-flood-port-1883_rfid-sensor,attack,dos,push-ack-flood-port-1883,rfid-sensor,1561773,2025-01-20T16:36:19.296Z,2025-01-20T16:37:21.286Z,1737390979296.0,1737391041286.0
attack_dos_tcp-flood-port-1883_mqtt-broker,attack,dos,tcp-flood-port-1883,mqtt-broker,1559314,2025-01-16T19:36:59.876Z,2025-01-16T19:38:01.902Z,1737056219876.0,1737056281902.0
attack_dos_push-ack-flood-port-1883_weather-sensor,attack,dos,push-ack-flood-port-1883,weather-sensor,1559295,2025-01-20T16:15:51.089Z,2025-01-20T16:16:53.099Z,1737389751089.0,1737389813099.0
attack_dos_tcp-flood-port-1883_sound-sensor,attack,dos,tcp-flood-port-1883,sound-sensor,1556201,2025-01-16T19:58:55.630Z,2025-01-16T19:59:57.591Z,1737057535630.0,1737057597591.0
attack_dos_syn-flood-port-443_edge1,attack,dos,syn-flood-port-443,edge1,1554114,2025-01-16T16:28:07.258Z,2025-01-16T16:28:39.225Z,1737044887258.0,1737044919225.0
attack_dos_tcp-flood-port-1883_ultrasonic-sensor,attack,dos,tcp-flood-port-1883,ultrasonic-sensor,1548502,2025-01-16T20:01:42.842Z,2025-01-16T20:02:44.851Z,1737057702842.0,1737057764851.0
attack_dos_tcp-flood-port-443_mqtt-broker,attack,dos,tcp-flood-port-443,mqtt-broker,1542582,2025-01-16T19:39:16.930Z,2025-01-16T19:39:48.913Z,1737056356930.0,1737056388913.0
attack_dos_tcp-flood-port-443_edge1,attack,dos,tcp-flood-port-443,edge1,1542065,2025-01-16T19:42:47.641Z,2025-01-16T19:43:19.646Z,1737056567641.0,1737056599646.0
attack_dos_syn-flood-port-1883_sound-sensor,attack,dos,syn-flood-port-1883,sound-sensor,1540948,2025-01-16T16:49:33.638Z,2025-01-16T16:50:35.615Z,1737046173638.0,1737046235615.0
attack_dos_icmp-flood_yi-camera,attack,dos,icmp-flood,yi-camera,1528623,2025-01-20T14:24:46.399Z,2025-01-20T14:25:48.332Z,1737383086399.0,1737383148332.0
attack_dos_synonymousip-flood-port-1883_mqtt-broker,attack,dos,synonymousip-flood-port-1883,mqtt-broker,1519907,2025-02-12T20:51:57.852Z,2025-02-12T20:52:59.821Z,1739393517852.0,1739393579821.0
attack_dos_push-ack-flood-port-1883_motion-sensor,attack,dos,push-ack-flood-port-1883,motion-sensor,1518983,2025-01-20T16:34:53.245Z,2025-01-20T16:35:55.146Z,1737390893245.0,1737390955146.0
attack_dos_synonymousip-flood-port-80_plug-all-cameras,attack,dos,synonymousip-flood-port-80,plug-all-cameras,1511669,2025-02-12T21:31:29.886Z,2025-02-12T21:32:31.725Z,1739395889886.0,1739395951725.0
attack_dos_icmp-flood_accelerometer-sensor,attack,dos,icmp-flood,accelerometer-sensor,1508057,2025-01-20T14:17:18.215Z,2025-01-20T14:18:20.162Z,1737382638215.0,1737382700162.0
attack_dos_icmp-flood_weather-sensor,attack,dos,icmp-flood,weather-sensor,1507730,2025-01-20T14:02:25.289Z,2025-01-20T14:03:27.223Z,1737381745289.0,1737381807223.0
attack_dos_icmp-flood_switch,attack,dos,icmp-flood,switch,1504670,2025-01-20T13:59:05.487Z,2025-01-20T14:00:07.430Z,1737381545487.0,1737381607430.0
attack_dos_icmp-flood_proximity-collision-sensor,attack,dos,icmp-flood,proximity-collision-sensor,1500766,2025-01-20T14:18:50.483Z,2025-01-20T14:19:52.449Z,1737382730483.0,1737382792449.0
attack_dos_icmp-flood_motion-sensor,attack,dos,icmp-flood,motion-sensor,1499080,2025-01-20T14:20:14.755Z,2025-01-20T14:21:16.772Z,1737382814755.0,1737382876772.0
attack_dos_icmp-flood_gas-sensor,attack,dos,icmp-flood,gas-sensor,1498627,2025-01-20T14:09:47.924Z,2025-01-20T14:10:49.907Z,1737382187924.0,1737382249907.0
attack_dos_tcp-flood-port-80_plug-cameras-dekco-blurams,attack,dos,tcp-flood-port-80,plug-cameras-dekco-blurams,1494686,2025-01-16T20:47:42.056Z,2025-01-16T20:48:44.061Z,1737060462056.0,1737060524061.0
attack_dos_push-ack-flood-port-80_plug-cameras-dekco-blurams,attack,dos,push-ack-flood-port-80,plug-cameras-dekco-blurams,1487801,2025-01-20T16:50:54.489Z,2025-01-20T16:51:56.497Z,1737391854489.0,1737391916497.0
attack_dos_icmp-flood_myq-camera,attack,dos,icmp-flood,myq-camera,1481534,2025-01-20T14:33:08.112Z,2025-01-20T14:34:10.081Z,1737383588112.0,1737383650081.0
attack_dos_push-ack-flood-port-1883_proximity-collision-sensor,attack,dos,push-ack-flood-port-1883,proximity-collision-sensor,1480562,2025-01-20T16:33:27.350Z,2025-01-20T16:34:29.324Z,1737390807350.0,1737390869324.0
attack_dos_icmp-flood_flame-sensor,attack,dos,icmp-flood,flame-sensor,1478917,2025-01-20T14:23:22.051Z,2025-01-20T14:24:24.013Z,1737383002051.0,1737383064013.0
attack_dos_icmp-flood_water-sensor,attack,dos,icmp-flood,water-sensor,1473378,2025-01-20T14:03:52.635Z,2025-01-20T14:04:54.660Z,1737381832635.0,1737381894660.0
attack_dos_icmp-flood_ultrasonic-sensor,attack,dos,icmp-flood,ultrasonic-sensor,1471500,2025-01-20T14:14:30.576Z,2025-01-20T14:15:32.438Z,1737382470576.0,1737382532438.0
attack_dos_icmp-flood_vibration-sensor,attack,dos,icmp-flood,vibration-sensor,1470126,2025-01-20T14:12:49.860Z,2025-01-20T14:13:51.880Z,1737382369860.0,1737382431880.0
attack_dos_tcp-flood-port-1883_soil-sensor,attack,dos,tcp-flood-port-1883,soil-sensor,1460456,2025-01-16T19:53:49.083Z,2025-01-16T19:54:51.122Z,1737057229083.0,1737057291122.0
attack_dos_icmp-flood_light-sensor,attack,dos,icmp-flood,light-sensor,1458303,2025-01-20T14:15:56.154Z,2025-01-20T14:16:58.046Z,1737382556154.0,1737382618046.0
attack_dos_icmp-flood_steam-sensor,attack,dos,icmp-flood,steam-sensor,1457848,2025-01-20T14:08:22.135Z,2025-01-20T14:09:24.053Z,1737382102135.0,1737382164053.0
attack_dos_push-ack-flood-port-1883_sound-sensor,attack,dos,push-ack-flood-port-1883,sound-sensor,1454500,2025-01-20T16:24:28.119Z,2025-01-20T16:25:30.140Z,1737390268119.0,1737390330140.0
attack_dos_tcp-flood-port-80_plug-cameras-yi,attack,dos,tcp-flood-port-80,plug-cameras-yi,1454126,2025-01-16T20:49:11.218Z,2025-01-16T20:50:13.055Z,1737060551218.0,1737060613055.0
attack_dos_icmp-flood_blurams-camera,attack,dos,icmp-flood,blurams-camera,1445397,2025-01-20T14:26:32.445Z,2025-01-20T14:27:34.403Z,1737383192445.0,1737383254403.0
attack_dos_icmp-flood_sound-sensor,attack,dos,icmp-flood,sound-sensor,1443665,2025-01-20T14:11:07.860Z,2025-01-20T14:12:09.876Z,1737382267860.0,1737382329876.0
attack_dos_syn-flood-port-80_plug-cameras-geeni,attack,dos,syn-flood-port-80,plug-cameras-geeni,1438353,2025-01-16T16:04:27.756Z,2025-01-16T16:05:29.695Z,1737043467756.0,1737043529695.0
attack_dos_syn-flood-port-443_ap,attack,dos,syn-flood-port-443,ap,1431929,2025-01-16T16:38:35.683Z,2025-01-16T16:39:07.638Z,1737045515683.0,1737045547638.0
attack_dos_icmp-flood_rfid-sensor,attack,dos,icmp-flood,rfid-sensor,1431856,2025-01-20T14:21:45.700Z,2025-01-20T14:22:47.661Z,1737382905700.0,1737382967661.0
attack_dos_syn-flood-port-80_plug-cameras-yi,attack,dos,syn-flood-port-80,plug-cameras-yi,1431063,2025-01-16T16:00:59.761Z,2025-01-16T16:02:01.736Z,1737043259761.0,1737043321736.0
attack_dos_icmp-flood_plug-all-cameras,attack,dos,icmp-flood,plug-all-cameras,1381254,2025-01-20T14:39:14.865Z,2025-01-20T14:40:16.561Z,1737383954865.0,1737384016561.0
attack_dos_icmp-flood_soil-sensor,attack,dos,icmp-flood,soil-sensor,1368763,2025-01-20T14:05:19.998Z,2025-01-20T14:06:21.790Z,1737381919998.0,1737381981790.0
attack_dos_syn-flood-port-1883_soil-sensor,attack,dos,syn-flood-port-1883,soil-sensor,1355718,2025-01-16T16:45:18.428Z,2025-01-16T16:46:20.161Z,1737045918428.0,1737045980161.0
attack_dos_icmp-flood_plug-all-rpb,attack,dos,icmp-flood,plug-all-rpb,1337194,2025-01-20T14:40:44.630Z,2025-01-20T14:41:46.506Z,1737384044630.0,1737384106506.0
attack_dos_icmp-flood_plug-mqtt,attack,dos,icmp-flood,plug-mqtt,1294896,2025-01-20T14:42:44.115Z,2025-01-20T14:43:45.986Z,1737384164115.0,1737384225986.0
attack_ddos_http-flood-port-80_edge1,attack,ddos,http-flood-port-80,edge1,1278253,2025-01-24T03:13:40.874Z,2025-01-24T03:14:42.874Z,1737688420874.0,1737688482874.0
attack_dos_push-ack-flood-port-1883_soil-sensor,attack,dos,push-ack-flood-port-1883,soil-sensor,1270036,2025-01-20T16:19:10.678Z,2025-01-20T16:20:12.701Z,1737389950678.0,1737390012701.0
attack_dos_syn-flood-port-443_mqtt-broker,attack,dos,syn-flood-port-443,mqtt-broker,1266066,2025-01-16T16:20:56.349Z,2025-01-16T16:21:28.317Z,1737044456349.0,1737044488317.0
attack_ddos_rst-fin-flood-port-80_geeni-camera,attack,ddos,rst-fin-flood-port-80,geeni-camera,1213375,2025-01-25T15:44:26.825Z,2025-01-25T15:45:28.718Z,1737819866825.0,1737819928718.0
attack_dos_synonymousip-flood-port-80_mqtt-broker,attack,dos,synonymousip-flood-port-80,mqtt-broker,1180435,2025-01-21T15:27:21.385Z,2025-01-21T15:28:23.220Z,1737473241385.0,1737473303220.0
attack_dos_syn-flood-port-443_router,attack,dos,syn-flood-port-443,router,1180036,2025-01-16T16:23:48.711Z,2025-01-16T16:24:20.769Z,1737044628711.0,1737044660769.0
attack_dos_http-flood-port-1883_mqtt-broker,attack,dos,http-flood-port-1883,mqtt-broker,1116109,2025-01-17T17:29:58.064Z,2025-01-17T17:31:00.086Z,1737134998064.0,1737135060086.0
attack_dos_syn-flood-port-557_wisenet-camera,attack,dos,syn-flood-port-557,wisenet-camera,999071,2025-01-16T18:03:08.462Z,2025-01-16T18:03:40.412Z,1737050588462.0,1737050620412.0
attack_dos_syn-flood-port-23_router,attack,dos,syn-flood-port-23,router,971442,2025-01-16T16:22:16.766Z,2025-01-16T16:22:48.723Z,1737044536766.0,1737044568723.0
attack_ddos_http-flood-port-80_ap,attack,ddos,http-flood-port-80,ap,949700,2025-01-24T02:51:22.265Z,2025-01-24T02:52:24.201Z,1737687082265.0,1737687144201.0
attack_dos_tcp-flood-port-80_dekco-camera,attack,dos,tcp-flood-port-80,dekco-camera,935400,2025-01-16T20:37:02.910Z,2025-01-16T20:37:34.843Z,1737059822910.0,1737059854843.0
attack_dos_syn-flood-port-80_dekco-camera,attack,dos,syn-flood-port-80,dekco-camera,926620,2025-01-16T17:55:25.838Z,2025-01-16T17:55:57.864Z,1737050125838.0,1737050157864.0
attack_dos_tcp-flood-port-554_dekco-camera,attack,dos,tcp-flood-port-554,dekco-camera,919862,2025-01-16T20:39:43.415Z,2025-01-16T20:40:15.358Z,1737059983415.0,1737060015358.0
attack_ddos_icmp-flood_geeni-camera,attack,ddos,icmp-flood,geeni-camera,917030,2025-01-24T14:44:18.111Z,2025-01-24T14:45:20.066Z,1737729858111.0,1737729920066.0
attack_ddos_syn-flood-port-80_geeni-camera,attack,ddos,syn-flood-port-80,geeni-camera,878879,2025-01-23T16:45:20.099Z,2025-01-23T16:46:22.018Z,1737650720099.0,1737650782018.0
attack_dos_tcp-flood-port-554_myq-camera,attack,dos,tcp-flood-port-554,myq-camera,878579,2025-01-16T20:40:50.339Z,2025-01-16T20:41:22.331Z,1737060050339.0,1737060082331.0
attack_ddos_tcp-flood-port-80_geeni-camera,attack,ddos,tcp-flood-port-80,geeni-camera,875422,2025-01-23T20:38:03.961Z,2025-01-23T20:39:05.783Z,1737664683961.0,1737664745783.0
attack_dos_tcp-flood-port-80_myq-camera,attack,dos,tcp-flood-port-80,myq-camera,873341,2025-01-16T20:41:40.709Z,2025-01-16T20:42:12.686Z,1737060100709.0,1737060132686.0
attack_dos_syn-flood-port-80_myq-camera,attack,dos,syn-flood-port-80,myq-camera,864748,2025-01-16T17:56:26.989Z,2025-01-16T17:56:58.928Z,1737050186989.0,1737050218928.0
attack_ddos_push-ack-flood-port-80_geeni-camera,attack,ddos,push-ack-flood-port-80,geeni-camera,852262,2025-01-24T20:39:31.002Z,2025-01-24T20:40:32.839Z,1737751171002.0,1737751232839.0
attack_dos_syn-flood-port-554_blurams-camera,attack,dos,syn-flood-port-554,blurams-camera,850952,2025-01-16T17:53:14.796Z,2025-01-16T17:53:46.783Z,1737049994796.0,1737050026783.0
attack_dos_syn-flood-port-554_dekco-camera,attack,dos,syn-flood-port-554,dekco-camera,850764,2025-01-16T17:54:29.534Z,2025-01-16T17:55:01.589Z,1737050069534.0,1737050101589.0
attack_dos_tcp-flood-port-80_yi-camera,attack,dos,tcp-flood-port-80,yi-camera,847640,2025-01-16T20:29:25.157Z,2025-01-16T20:29:57.088Z,1737059365157.0,1737059397088.0
attack_dos_tcp-flood-port-554_yi-camera,attack,dos,tcp-flood-port-554,yi-camera,844194,2025-01-16T20:30:42.570Z,2025-01-16T20:31:14.501Z,1737059442570.0,1737059474501.0
attack_dos_tcp-flood-port-80_blurams-camera,attack,dos,tcp-flood-port-80,blurams-camera,840586,2025-01-16T20:35:17.566Z,2025-01-16T20:35:49.578Z,1737059717566.0,1737059749578.0
attack_ddos_http-flood-port-80_blurams-camera,attack,ddos,http-flood-port-80,blurams-camera,830253,2025-01-24T13:39:35.195Z,2025-01-24T13:40:37.125Z,1737725975195.0,1737726037125.0
attack_dos_http-flood-port-80_ap,attack,dos,http-flood-port-80,ap,821598,2025-01-17T17:33:53.945Z,2025-01-17T17:34:55.919Z,1737135233945.0,1737135295919.0
attack_dos_syn-flood-port-554_myq-camera,attack,dos,syn-flood-port-554,myq-camera,819025,2025-01-16T17:57:28.309Z,2025-01-16T17:58:00.249Z,1737050248309.0,1737050280249.0
attack_dos_syn-flood-port-554_geeni-camera,attack,dos,syn-flood-port-554,geeni-camera,795899,2025-01-16T18:00:10.564Z,2025-01-16T18:00:42.562Z,1737050410564.0,1737050442562.0
attack_dos_syn-flood-port-80_wisenet-camera,attack,dos,syn-flood-port-80,wisenet-camera,788684,2025-01-16T18:01:55.967Z,2025-01-16T18:02:27.956Z,1737050515967.0,1737050547956.0
attack_dos_tcp-flood-port-443_router,attack,dos,tcp-flood-port-443,router,785301,2025-01-16T19:34:16.918Z,2025-01-16T19:34:48.882Z,1737056056918.0,1737056088882.0
attack_dos_syn-flood-port-80_blurams-camera,attack,dos,syn-flood-port-80,blurams-camera,781924,2025-01-16T17:52:13.855Z,2025-01-16T17:52:45.810Z,1737049933855.0,1737049965810.0
attack_dos_tcp-flood-port-23_switch,attack,dos,tcp-flood-port-23,switch,780055,2025-01-16T19:46:09.701Z,2025-01-16T19:46:41.672Z,1737056769701.0,1737056801672.0
attack_ddos_http-flood-port-80_wisenet-camera,attack,ddos,http-flood-port-80,wisenet-camera,776513,2025-01-24T14:03:31.722Z,2025-01-24T14:04:33.726Z,1737727411722.0,1737727473726.0
attack_dos_tcp-flood-port-23_router,attack,dos,tcp-flood-port-23,router,774817,2025-01-16T19:33:26.518Z,2025-01-16T19:33:58.459Z,1737056006518.0,1737056038459.0
attack_dos_tcp-flood-port-80_wisenet-camera,attack,dos,tcp-flood-port-80,wisenet-camera,774348,2025-01-16T20:46:16.316Z,2025-01-16T20:46:48.231Z,1737060376316.0,1737060408231.0
attack_dos_tcp-flood-port-554_wisenet-camera,attack,dos,tcp-flood-port-554,wisenet-camera,771431,2025-01-16T20:45:26.146Z,2025-01-16T20:45:58.072Z,1737060326146.0,1737060358072.0
attack_dos_tcp-flood-port-22_edge1,attack,dos,tcp-flood-port-22,edge1,769738,2025-01-16T19:41:58.277Z,2025-01-16T19:42:30.232Z,1737056518277.0,1737056550232.0
